timestamp,cell_id,lon,lat,site,TWB_C,wind_speed_rate,crowd_factor,twb_eff,alert_color,alert_action
2021-07-16 00:00:00,968,39.80666159223126,21.41145414716028,HARAM,20.699219269399087,0.75,3.0,22.120690073301017,GREEN,Normal operations
2021-07-16 00:00:00,969,39.806711194709706,21.420488451096627,HARAM,20.699219269399087,0.75,3.0,22.120690073301017,GREEN,Normal operations
2021-07-16 00:00:00,970,39.80676082323247,21.429522745188223,HARAM,20.699219269399087,0.75,3.0,22.120690073301017,GREEN,Normal operations
2021-07-16 00:00:00,971,39.80681047780677,21.43855702943172,HARAM,20.699219269399087,0.75,3.0,22.120690073301017,GREEN,Normal operations
2021-07-16 00:00:00,1012,39.81625910970709,21.40237314075054,HARAM,20.699219269399087,0.75,3.0,22.120690073301017,GREEN,Normal operations
2021-07-16 00:00:00,1013,39.81630927892403,21.41140743292401,HARAM,20.699219269399087,0.75,3.0,22.120690073301017,GREEN,Normal operations
2021-07-16 00:00:00,1014,39.81635947448935,21.42044171525352,HARAM,20.699219269399087,0.75,3.0,22.120690073301017,GREEN,Normal operations
2021-07-16 00:00:00,1015,39.81640969641036,21.4294759877357,HARAM,20.699219269399087,0.75,3.0,22.120690073301017,GREEN,Normal operations
2021-07-16 00:00:00,1016,39.8164599446944,21.438510250367205,HARAM,20.699219269399087,0.75,3.0,22.120690073301017,GREEN,Normal operations
2021-07-16 00:00:00,1017,39.81651021934875,21.447544503144652,HARAM,20.699219269399087,0.75,3.0,22.120690073301017,GREEN,Normal operations
2021-07-16 00:00:00,1057,39.82590617728321,21.402325893130016,HARAM,20.699219269399087,0.75,3.0,22.120690073301017,GREEN,Normal operations
2021-07-16 00:00:00,1058,39.82595693926842,21.41136016344244,HARAM,20.699219269399087,0.75,3.0,22.120690073301017,GREEN,Normal operations
2021-07-16 00:00:00,1059,39.82600772791331,21.4203944239083,HARAM,20.699219269399087,0.75,3.0,22.120690073301017,GREEN,Normal operations
2021-07-16 00:00:00,1060,39.82605854322526,21.429428674524228,HARAM,20.699219269399087,0.75,3.0,23.33895828310005,GREEN,Normal operations
2021-07-16 00:00:00,1061,39.82610938521168,21.43846291528688,HARAM,20.699219269399087,0.75,3.0,22.120690073301017,GREEN,Normal operations
2021-07-16 00:00:00,1062,39.82616025387997,21.44749714619287,HARAM,20.699219269399087,0.75,3.0,22.120690073301017,GREEN,Normal operations
2021-07-16 00:00:00,1102,39.83555321820705,21.40227809052729,HARAM,20.699219269399087,0.75,3.0,23.15633498448688,GREEN,Normal operations
2021-07-16 00:00:00,1103,39.83560457295314,21.4113123387219,HARAM,20.699219269399087,0.75,3.0,24.169843649803397,YELLOW,Extra water stations; increased medical presence
2021-07-16 00:00:00,1104,39.835655954670194,21.42034657706731,HARAM,20.699219269399087,0.75,3.0,22.914905969182513,GREEN,Normal operations
2021-07-16 00:00:00,1105,39.83570736336568,21.42938080556016,HARAM,20.699219269399087,0.75,3.0,22.1508352659507,GREEN,Normal operations
2021-07-16 00:00:00,1106,39.83575879904708,21.438415024197088,HARAM,20.699219269399087,0.75,3.0,22.120690073301017,GREEN,Normal operations
2021-07-16 00:00:00,1107,39.8358102617219,21.447449232974723,HARAM,20.699219269399087,0.75,3.0,22.483421935674574,GREEN,Normal operations
2021-07-16 00:00:00,1147,39.84520023216742,21.402229732948783,HARAM,20.699219269399087,0.75,3.0,24.091771235795857,YELLOW,Extra water stations; increased medical presence
2021-07-16 00:00:00,1148,39.84525217966693,21.41126395876881,HARAM,20.699219269399087,0.75,3.0,24.7022510031244,YELLOW,Extra water stations; increased medical presence
2021-07-16 00:00:00,1149,39.845304154448655,21.420298174736978,HARAM,20.699219269399087,0.75,3.0,23.259964844191078,GREEN,Normal operations
2021-07-16 00:00:00,1150,39.845356156520175,21.42933238084992,HARAM,20.699219269399087,0.75,3.0,22.955613056677514,GREEN,Normal operations
2021-07-16 00:00:00,1151,39.84540818588907,21.43836657710425,HARAM,20.699219269399087,0.75,3.0,22.120690073301017,GREEN,Normal operations
2021-07-16 00:00:00,1194,39.85495232693732,21.42024921692378,HARAM,20.699219269399087,0.75,3.0,22.579731419330507,GREEN,Normal operations
2021-07-16 00:00:00,1236,39.864441072866526,21.39309716273597,MINA,20.699219269399087,0.75,1.1066666666666631,22.265827319072844,GREEN,Normal operations
2021-07-16 00:00:00,1237,39.86449417795304,21.40213135289044,MINA,20.699219269399087,0.75,1.1066666666666631,20.984690073301014,GREEN,Normal operations
2021-07-16 00:00:00,1238,39.86454731093655,21.41116553319101,MINA,20.699219269399087,0.75,1.1066666666666631,20.984690073301014,GREEN,Normal operations
2021-07-16 00:00:00,1239,39.86460047182483,21.4201997036343,MINA,20.699219269399087,0.75,1.1066666666666631,20.984690073301014,GREEN,Normal operations
2021-07-16 00:00:00,1240,39.86465366062562,21.42923386421694,MINA,20.699219269399087,0.75,1.1066666666666631,22.134679606856324,GREEN,Normal operations
2021-07-16 00:00:00,1280,39.87403374234473,21.38401298654581,MINA,20.699219269399087,0.75,1.1066666666666631,20.984690073301014,GREEN,Normal operations
2021-07-16 00:00:00,1281,39.87408741165011,21.393047163411445,MINA,20.699219269399087,0.75,1.1066666666666631,20.984690073301014,GREEN,Normal operations
2021-07-16 00:00:00,1282,39.87414110915589,21.4020813304238,MINA,20.699219269399087,0.75,1.1066666666666631,20.984690073301014,GREEN,Normal operations
2021-07-16 00:00:00,1283,39.874194834869854,21.411115487579504,MINA,20.699219269399087,0.75,1.1066666666666631,21.983236215938657,GREEN,Normal operations
2021-07-16 00:00:00,1284,39.87424858879984,21.420149634875177,MINA,20.699219269399087,0.75,1.1066666666666631,21.95286234480211,GREEN,Normal operations
2021-07-16 00:00:00,1285,39.87430237095368,21.42918377230744,MINA,20.699219269399087,0.75,1.1066666666666631,22.78108882685583,GREEN,Normal operations
2021-07-16 00:00:00,1286,39.8743561813392,21.43821789987293,MINA,20.699219269399087,0.75,1.1066666666666631,21.363873614032403,GREEN,Normal operations
2021-07-16 00:00:00,1325,39.88367946082758,21.383962455924664,MINA,20.699219269399087,0.75,1.1066666666666631,23.154005495527997,GREEN,Normal operations
2021-07-16 00:00:00,1326,39.88373372223335,21.392996609394253,MINA,20.699219269399087,0.75,1.1066666666666631,20.984690073301014,GREEN,Normal operations
2021-07-16 00:00:00,1327,39.88378801215056,21.402030753007768,MINA,20.699219269399087,0.75,1.1066666666666631,20.984690073301014,GREEN,Normal operations
2021-07-16 00:00:00,1328,39.88384233058714,21.411064886761853,MINA,20.699219269399087,0.75,1.1066666666666631,21.211243051038643,GREEN,Normal operations
